,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,year,month,day
490,490,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,2,Psycho,Post Malone Featuring Ty Dolla $ign,PsychoPost Malone Featuring Ty Dolla $ign,1,,2,1,2018,3,10
506,506,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,4,Call Out My Name,The Weeknd,Call Out My NameThe Weeknd,1,,4,1,2018,4,14
529,529,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,6,ATM,J. Cole,ATMJ. Cole,1,,6,1,2018,5,5
539,539,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,7,Diplomatic Immunity,Drake,Diplomatic ImmunityDrake,1,,7,1,2018,2,3
540,540,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,7,Pray For Me,The Weeknd & Kendrick Lamar,Pray For MeThe Weeknd & Kendrick Lamar,1,,7,1,2018,2,17
541,541,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,7,Better Now,Post Malone,Better NowPost Malone,1,,7,1,2018,5,12
562,562,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,9,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,,9,1,2018,2,10
579,579,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,11,Paranoid,Post Malone,ParanoidPost Malone,1,,11,1,2018,5,12
604,604,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,14,Bartier Cardi,Cardi B Featuring 21 Savage,Bartier CardiCardi B Featuring 21 Savage,1,,14,1,2018,1,6
605,605,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,14,Photograph,J. Cole,PhotographJ. Cole,1,,14,1,2018,5,5
606,606,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,14,Rich & Sad,Post Malone,Rich & SadPost Malone,1,,14,1,2018,5,12
615,615,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,15,Spoil My Night,Post Malone Featuring Swae Lee,Spoil My NightPost Malone Featuring Swae Lee,1,,15,1,2018,5,12
627,627,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,16,Be Careful,Cardi B,Be CarefulCardi B,1,,16,1,2018,4,14
628,628,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,16,Ball For Me,Post Malone Featuring Nicki Minaj,Ball For MePost Malone Featuring Nicki Minaj,1,,16,1,2018,5,12
726,726,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,10,All The Stars,Kendrick Lamar & SZA,All The StarsKendrick Lamar & SZA,1,7.0,7,8,2018,3,10
732,732,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,10,Stir Fry,Migos,Stir FryMigos,1,8.0,8,8,2018,2,24
850,850,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,86,Mercy,Brett Young,MercyBrett Young,1,97.0,86,2,2018,5,26
880,880,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,87,Money Bag,Cardi B,Money BagCardi B,1,58.0,58,2,2018,4,28
995,995,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,84,I Like Me Better,Lauv,I Like Me BetterLauv,1,88.0,84,4,2018,3,17
1162,1162,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,29,Let You Down,NF,Let You DownNF,1,48.0,29,7,2017,12,16
1178,1178,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,30,Friends,Marshmello & Anne-Marie,FriendsMarshmello & Anne-Marie,1,28.0,28,7,2018,4,7
1548,1548,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,35,River,Eminem Featuring Ed Sheeran,RiverEminem Featuring Ed Sheeran,1,42.0,32,11,2018,2,24
1609,1609,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,17,Sad!,XXXTENTACION,Sad!XXXTENTACION,1,,17,1,2018,3,17
1610,1610,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,17,Stay,Post Malone,StayPost Malone,1,,17,1,2018,5,12
1645,1645,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,20,1985 (Intro To The Fall Off),J. Cole,1985 (Intro To The Fall Off)J. Cole,1,,20,1,2018,5,5
1646,1646,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,20,Same Bitches,Post Malone Featuring G-Eazy & YG,Same BitchesPost Malone Featuring G-Eazy & YG,1,,20,1,2018,5,12
1673,1673,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,22,44 More,Logic,44 MoreLogic,1,,22,1,2018,3,10
1697,1697,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,24,Over Now,Post Malone,Over NowPost Malone,1,,24,1,2018,5,12
1758,1758,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,28,Ring,Cardi B Featuring Kehlani,RingCardi B Featuring Kehlani,1,,28,1,2018,4,21
1759,1759,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,28,The Cut Off,J. Cole Featuring kiLL edward,The Cut OffJ. Cole Featuring kiLL edward,1,,28,1,2018,5,5
1775,1775,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,29,Takin' Shots,Post Malone,Takin' ShotsPost Malone,1,,29,1,2018,5,12
1792,1792,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,30,Brackets,J. Cole,BracketsJ. Cole,1,,30,1,2018,5,5
2076,2076,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,12,Pray For Me,The Weeknd & Kendrick Lamar,Pray For MeThe Weeknd & Kendrick Lamar,1,10.0,7,8,2018,4,7
2249,2249,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,13,Plug Walk,Rich The Kid,Plug WalkRich The Kid,1,18.0,13,8,2018,4,14
2670,2670,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,87,My Dawg,Lil Baby,My DawgLil Baby,1,84.0,77,4,2018,1,20
2741,2741,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,88,Notice Me,Migos Featuring Post Malone,Notice MeMigos Featuring Post Malone,1,74.0,52,4,2018,3,3
2812,2812,https://www.billboard.com/charts/hot-100/2018-02-17,2018-02-17,88,IDGAF,Dua Lipa,IDGAFDua Lipa,1,93.0,88,4,2018,2,17
2819,2819,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,89,Gorgeous,Taylor Swift,GorgeousTaylor Swift,1,85.0,13,4,2017,12,2
2820,2820,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,89,I Do,Cardi B Featuring SZA,I DoCardi B Featuring SZA,1,70.0,23,4,2018,5,12
2955,2955,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,31,Meant To Be,Bebe Rexha & Florida Georgia Line,Meant To BeBebe Rexha & Florida Georgia Line,1,40.0,31,7,2017,12,23
3408,3408,https://www.billboard.com/charts/hot-100/2018-04-07,2018-04-07,40,Outside Today,YoungBoy Never Broke Again,Outside TodayYoungBoy Never Broke Again,1,39.0,31,11,2018,4,7
3480,3480,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,41,Plain Jane,A$AP Ferg Featuring Nicki Minaj,Plain JaneA$AP Ferg Featuring Nicki Minaj,1,43.0,41,11,2017,12,23
3495,3495,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,42,Say Something,Justin Timberlake Featuring Chris Stapleton,Say SomethingJustin Timberlake Featuring Chris Stapleton,1,37.0,9,11,2018,4,21
3853,3853,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,36,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,37.0,35,10,2018,2,24
4111,4111,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,74,Done For Me,Charlie Puth Featuring Kehlani,Done For MeCharlie Puth Featuring Kehlani,1,,74,1,2018,5,19
4112,4112,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,53,Done For Me,Charlie Puth Featuring Kehlani,Done For MeCharlie Puth Featuring Kehlani,1,74.0,53,2,2018,5,26
4411,4411,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,1,God's Plan,Drake,God's PlanDrake,1,,1,1,2018,2,3
4412,4412,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,1,Nice For What,Drake,Nice For WhatDrake,1,,1,1,2018,4,21
4432,4432,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,3,No Tears Left To Cry,Ariana Grande,No Tears Left To CryAriana Grande,1,,3,1,2018,5,5
4456,4456,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,6,Look Alive,BlocBoy JB Featuring Drake,Look AliveBlocBoy JB Featuring Drake,1,,6,1,2018,2,24
4476,4476,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,8,I Like It,"Cardi B, Bad Bunny & J Balvin","I Like ItCardi B, Bad Bunny & J Balvin",1,,8,1,2018,4,21
4477,4477,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,8,Kevin's Heart,J. Cole,Kevin's HeartJ. Cole,1,,8,1,2018,5,5
4489,4489,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,9,Filthy,Justin Timberlake,FilthyJustin Timberlake,1,,9,1,2018,1,20
4490,4490,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,9,Freaky Friday,Lil Dicky Featuring Chris Brown,Freaky FridayLil Dicky Featuring Chris Brown,1,,9,1,2018,3,31
4864,4864,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,90,For The First Time,Darius Rucker,For The First TimeDarius Rucker,1,95.0,90,2,2018,4,14
4885,4885,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,90,I Like Me Better,Lauv,I Like Me BetterLauv,1,96.0,90,2,2018,3,3
5156,5156,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,39,Best Life,Cardi B Featuring Chance The Rapper,Best LifeCardi B Featuring Chance The Rapper,1,,39,1,2018,4,21
5181,5181,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,40,92 Explorer,Post Malone,92 ExplorerPost Malone,1,,40,1,2018,5,12
5259,5259,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,43,All The Stars,Kendrick Lamar & SZA,All The StarsKendrick Lamar & SZA,1,,43,1,2018,1,20
5260,5260,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,43,Bickenhead,Cardi B,BickenheadCardi B,1,,43,1,2018,4,21
5322,5322,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,46,Otherside,Post Malone,OthersidePost Malone,1,,46,1,2018,5,12
5323,5323,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,46,Shoota,Playboi Carti Featuring Lil Uzi Vert,ShootaPlayboi Carti Featuring Lil Uzi Vert,1,,46,1,2018,5,26
5363,5363,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,47,The Champion,Carrie Underwood Featuring Ludacris,The ChampionCarrie Underwood Featuring Ludacris,1,,47,1,2018,1,27
5364,5364,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,47,Changes,XXXTENTACION,ChangesXXXTENTACION,1,,47,1,2018,3,17
5365,5365,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,47,Blame It On Me,Post Malone,Blame It On MePost Malone,1,,47,1,2018,5,12
5391,5391,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,48,BBO (Bad Bitches Only),Migos Featuring 21 Savage,BBO (Bad Bitches Only)Migos Featuring 21 Savage,1,,48,1,2018,2,10
5392,5392,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,48,Cry Pretty,Carrie Underwood,Cry PrettyCarrie Underwood,1,,48,1,2018,4,28
5452,5452,https://www.billboard.com/charts/hot-100/2018-05-26,2018-05-26,50,Back To You,Selena Gomez,Back To YouSelena Gomez,1,,50,1,2018,5,26
5519,5519,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,52,Codeine Dreaming,Kodak Black Featuring Lil Wayne,Codeine DreamingKodak Black Featuring Lil Wayne,1,,52,1,2017,12,16
5520,5520,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,52,Privilege,The Weeknd,PrivilegeThe Weeknd,1,,52,1,2018,4,14
5573,5573,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,53,Supastars,Migos,SupastarsMigos,1,,53,1,2018,2,10
5757,5757,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,57,She Bad,Cardi B & YG,She BadCardi B & YG,1,,57,1,2018,4,21
5758,5758,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,57,OTW,"Khalid, Ty Dolla $ign & 6LACK","OTWKhalid, Ty Dolla $ign & 6LACK",1,,57,1,2018,5,5
5759,5759,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,57,Sugar Wraith,Post Malone,Sugar WraithPost Malone,1,,57,1,2018,5,12
5803,5803,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,58,Beautiful Crazy,Luke Combs,Beautiful CrazyLuke Combs,1,,58,1,2018,5,19
6525,6525,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,90,Juice,Yo Gotti,JuiceYo Gotti,1,100.0,90,4,2018,1,13
6866,6866,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,96,Never Enough,Loren Allred,Never EnoughLoren Allred,1,97.0,88,4,2018,2,3
6910,6910,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,97,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha","HomeMachine Gun Kelly, X Ambassadors & Bebe Rexha",1,99.0,90,4,2018,1,20
6927,6927,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,98,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,NBAYoungboatLil Yachty Featuring NBA YoungBoy,1,75.0,63,4,2018,4,14
7047,7047,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,100,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,1,96.0,94,4,2017,12,30
7090,7090,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,1,God's Plan,Drake,God's PlanDrake,1,1.0,1,5,2018,3,3
7141,7141,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,43,Ric Flair Drip,Offset & Metro Boomin,Ric Flair DripOffset & Metro Boomin,1,48.0,43,11,2018,1,27
7275,7275,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,46,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,46.0,46,11,2017,12,9
7987,7987,https://www.billboard.com/charts/hot-100/2018-01-27,2018-01-27,40,Lemon,N*E*R*D & Rihanna,LemonN*E*R*D & Rihanna,1,50.0,40,10,2018,1,27
8029,8029,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,41,New Freezer,Rich The Kid Featuring Kendrick Lamar,New FreezerRich The Kid Featuring Kendrick Lamar,1,42.0,41,10,2018,4,14
8112,8112,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,43,End Game,Taylor Swift Featuring Ed Sheeran & Future,End GameTaylor Swift Featuring Ed Sheeran & Future,1,30.0,18,10,2018,2,10
8431,8431,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,34,How Long,Charlie Puth,How LongCharlie Puth,1,40.0,34,7,2017,12,9
8554,8554,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,36,In My Blood,Shawn Mendes,In My BloodShawn Mendes,1,36.0,22,7,2018,5,12
8572,8572,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,36,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,35.0,35,7,2018,2,3
8616,8616,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,36,End Game,Taylor Swift Featuring Ed Sheeran & Future,End GameTaylor Swift Featuring Ed Sheeran & Future,1,39.0,36,7,2018,1,20
9042,9042,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,10,KOD,J. Cole,KODJ. Cole,1,,10,1,2018,5,5
9110,9110,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,15,Motiv8,J. Cole,Motiv8J. Cole,1,,15,1,2018,5,5
9185,9185,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,21,Him & I,G-Eazy & Halsey,Him & IG-Eazy & Halsey,1,,21,1,2017,12,23
9186,9186,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,21,Drip,Cardi B Featuring Migos,DripCardi B Featuring Migos,1,,21,1,2018,4,21
9216,9216,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,23,I Do,Cardi B Featuring SZA,I DoCardi B Featuring SZA,1,,23,1,2018,4,21
9231,9231,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,24,Esskeetit,Lil Pump,EsskeetitLil Pump,1,,24,1,2018,4,28
9277,9277,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,28,MIC Drop,BTS Featuring Desiigner,MIC DropBTS Featuring Desiigner,1,,28,1,2017,12,16
9364,9364,https://www.billboard.com/charts/hot-100/2018-01-13,2018-01-13,35,Finesse,Bruno Mars & Cardi B,FinesseBruno Mars & Cardi B,1,,35,1,2018,1,13
9365,9365,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,35,Moonlight,XXXTENTACION,MoonlightXXXTENTACION,1,,35,1,2018,3,31
9366,9366,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,35,I Was Never There,The Weeknd Featuring Gesaffelstein,I Was Never ThereThe Weeknd Featuring Gesaffelstein,1,,35,1,2018,4,14
9381,9381,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,36,Narcos,Migos,NarcosMigos,1,,36,1,2018,2,10
9418,9418,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,38,Get Up 10,Cardi B,Get Up 10Cardi B,1,,38,1,2018,4,21
9527,9527,https://www.billboard.com/charts/hot-100/2018-03-03,2018-03-03,43,Love Lies,Khalid & Normani,Love LiesKhalid & Normani,1,,43,1,2018,3,3
9528,9528,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,43,Everyday,Logic & Marshmello,EverydayLogic & Marshmello,1,,43,1,2018,3,17
9529,9529,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,43,Hurt You,The Weeknd Featuring Gesaffelstein,Hurt YouThe Weeknd Featuring Gesaffelstein,1,,43,1,2018,4,14
9578,9578,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,45,Medicine,Queen Naija,MedicineQueen Naija,1,,45,1,2018,4,14
9597,9597,https://www.billboard.com/charts/hot-100/2018-03-17,2018-03-17,46,No Excuses,Meghan Trainor,No ExcusesMeghan Trainor,1,,46,1,2018,3,17
9598,9598,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,46,Friends,J. Cole Featuring kiLL edward,FriendsJ. Cole Featuring kiLL edward,1,,46,1,2018,5,5
9624,9624,https://www.billboard.com/charts/hot-100/2017-12-09,2017-12-09,47,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,,47,1,2017,12,9
9625,9625,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,47,Once An Addict (Interlude),J. Cole,Once An Addict (Interlude)J. Cole,1,,47,1,2018,5,5
9690,9690,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,49,Found / Tonight,Lin-Manuel Miranda & Ben Platt,Found / TonightLin-Manuel Miranda & Ben Platt,1,,49,1,2018,3,31
9801,9801,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,52,La Modelo,Ozuna x Cardi B,La ModeloOzuna x Cardi B,1,,52,1,2018,1,6
9802,9802,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,52,Notice Me,Migos Featuring Post Malone,Notice MeMigos Featuring Post Malone,1,,52,1,2018,2,10
9843,9843,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,53,Intro,J. Cole,IntroJ. Cole,1,,53,1,2018,5,5
10002,10002,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,56,Mine,Bazzi,MineBazzi,1,,56,1,2018,2,3
10003,10003,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,56,Indica Badu,Logic Featuring Wiz Khalifa,Indica BaduLogic Featuring Wiz Khalifa,1,,56,1,2018,3,24
10099,10099,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,58,Gummo,6ix9ine,Gummo6ix9ine,1,,58,1,2017,12,2
10100,10100,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,58,Money Bag,Cardi B,Money BagCardi B,1,,58,1,2018,4,21
10284,10284,https://www.billboard.com/charts/hot-100/2017-12-23,2017-12-23,61,Kooda,6ix9ine,Kooda6ix9ine,1,,61,1,2017,12,23
10285,10285,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,61,Never Be The Same,Camila Cabello,Never Be The SameCamila Cabello,1,,61,1,2017,12,30
10338,10338,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,62,One Kiss,Calvin Harris & Dua Lipa,One KissCalvin Harris & Dua Lipa,1,,62,1,2018,4,21
10339,10339,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,62,Famous,Mason Ramsey,FamousMason Ramsey,1,,62,1,2018,5,12
10437,10437,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,92,IDGAF,Dua Lipa,IDGAFDua Lipa,1,92.0,92,2,2018,2,3
10530,10530,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,92,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,97.0,92,2,2017,12,30
10810,10810,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,94,Get You,Daniel Caesar Featuring Kali Uchis,Get YouDaniel Caesar Featuring Kali Uchis,1,93.0,93,2,2018,3,10
10997,10997,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,94,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,1,100.0,94,2,2017,12,16
11003,11003,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,95,Famous,Mason Ramsey,FamousMason Ramsey,1,62.0,62,2,2018,5,19
11015,11015,https://www.billboard.com/charts/hot-100/2018-01-06,2018-01-06,95,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha","HomeMachine Gun Kelly, X Ambassadors & Bebe Rexha",1,90.0,90,2,2018,1,6
11165,11165,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,95,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,98.0,95,2,2017,12,30
11184,11184,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,95,I Lived It,Blake Shelton,I Lived ItBlake Shelton,1,99.0,95,2,2018,3,24
11224,11224,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,96,Juice,Yo Gotti,JuiceYo Gotti,1,93.0,93,2,2017,12,30
11417,11417,https://www.billboard.com/charts/hot-100/2018-05-12,2018-05-12,97,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,Everything's Gonna Be AlrightDavid Lee Murphy & Kenny Chesney,1,95.0,95,2,2018,5,12
11692,11692,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,49,Most People Are Good,Luke Bryan,Most People Are GoodLuke Bryan,1,46.0,46,10,2018,4,14
11805,11805,https://www.billboard.com/charts/hot-100/2018-02-24,2018-02-24,51,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,54.0,51,10,2018,2,24
12107,12107,https://www.billboard.com/charts/hot-100/2018-03-31,2018-03-31,58,IDGAF,Dua Lipa,IDGAFDua Lipa,1,64.0,58,10,2018,3,31
12121,12121,https://www.billboard.com/charts/hot-100/2018-05-05,2018-05-05,59,Love Lies,Khalid & Normani,Love LiesKhalid & Normani,1,54.0,43,10,2018,5,5
12124,12124,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,59,No Excuses,Meghan Trainor,No ExcusesMeghan Trainor,1,59.0,46,10,2018,5,19
12145,12145,https://www.billboard.com/charts/hot-100/2017-12-30,2017-12-30,59,Lights Down Low,MAX Featuring gnash,Lights Down LowMAX Featuring gnash,1,66.0,59,10,2017,12,30
12211,12211,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,61,Love So Soft,Kelly Clarkson,Love So SoftKelly Clarkson,1,57.0,47,10,2017,12,2
12256,12256,https://www.billboard.com/charts/hot-100/2018-03-24,2018-03-24,62,Nowadays,Lil Skies Featuring Landon Cube,NowadaysLil Skies Featuring Landon Cube,1,58.0,55,10,2018,3,24
12265,12265,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,62,Like I Loved You,Brett Young,Like I Loved YouBrett Young,1,61.0,61,10,2017,12,16
12288,12288,https://www.billboard.com/charts/hot-100/2018-04-14,2018-04-14,63,El Farsante,Ozuna & Romeo Santos,El FarsanteOzuna & Romeo Santos,1,63.0,49,10,2018,4,14
12303,12303,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,63,I'll Name The Dogs,Blake Shelton,I'll Name The DogsBlake Shelton,1,58.0,58,10,2017,12,2
12534,12534,https://www.billboard.com/charts/hot-100/2017-12-02,2017-12-02,70,Dusk Till Dawn,Zayn Featuring Sia,Dusk Till DawnZayn Featuring Sia,1,80.0,44,10,2017,12,2
12539,12539,https://www.billboard.com/charts/hot-100/2018-04-21,2018-04-21,70,Dura,Daddy Yankee,DuraDaddy Yankee,1,59.0,50,10,2018,4,21
12607,12607,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,72,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,68.0,47,10,2018,2,10
12644,12644,https://www.billboard.com/charts/hot-100/2017-12-16,2017-12-16,73,Losing Sleep,Chris Young,Losing SleepChris Young,1,75.0,63,10,2017,12,16
12698,12698,https://www.billboard.com/charts/hot-100/2018-05-19,2018-05-19,75,Everyday,Logic & Marshmello,EverydayLogic & Marshmello,1,70.0,29,10,2018,5,19
12847,12847,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,79,I Like Me Better,Lauv,I Like Me BetterLauv,1,80.0,73,10,2018,4,28
12865,12865,https://www.billboard.com/charts/hot-100/2018-03-10,2018-03-10,80,La Modelo,Ozuna x Cardi B,La ModeloOzuna x Cardi B,1,72.0,52,10,2018,3,10
13034,13034,https://www.billboard.com/charts/hot-100/2018-04-28,2018-04-28,59,Singles You Up,Jordan Davis,Singles You UpJordan Davis,1,51.0,50,11,2018,4,28
13255,13255,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,65,Betrayed,Lil Xan,BetrayedLil Xan,1,73.0,65,11,2018,2,10
13280,13280,https://www.billboard.com/charts/hot-100/2018-02-10,2018-02-10,66,Pick It Up,Famous Dex Featuring A$AP Rocky,Pick It UpFamous Dex Featuring A$AP Rocky,1,58.0,58,11,2018,2,10
13308,13308,https://www.billboard.com/charts/hot-100/2018-01-20,2018-01-20,67,Candy Paint,Post Malone,Candy PaintPost Malone,1,59.0,50,11,2018,1,20
13370,13370,https://www.billboard.com/charts/hot-100/2018-02-03,2018-02-03,69,Rubbin Off The Paint,YBN Nahmir,Rubbin Off The PaintYBN Nahmir,1,62.0,46,11,2018,2,3
